run_id,step,batch_size,gamma,learning_rate,per_alpha,per_beta,per_beta_frames,per_beta_start,per_epsilon,ai_playback,auto_load_latest_weights,aux_loss_weight_height,aux_loss_weight_holes,aux_loss_weight_lines,avg_lines_100eps,avg_reward_100eps,avg_steps_100eps,block_size,board_height,board_width,bumpiness_penalty_factor,clear_line_scores,cnn_input_channels,combo_multiplier_schedule,combo_score_base,count_game_over_penalty_100eps,count_line_clear_reward_100eps,count_tetris_reward_bonus_100eps,count_tspin_double_reward_100eps,count_tspin_mini_reward_100eps,count_tspin_reward_100eps,count_tspin_single_reward_100eps,count_tspin_triple_reward_100eps,epsilon,epsilon_decay_frames,epsilon_end,epsilon_start,eval_freq,eval_step_wait_ms,feature_scaling_factors,fps,game_over_penalty,height_penalty_factor,hole_penalty_factor,info_panel_width,line_clear_reward,log_freq,logs_dir,loss_aux_height,loss_aux_holes,loss_aux_lines,loss_total,loss_value,max_steps_per_episode,memory_size,network_type,num_episodes,save_model_freq,screen_height,screen_width,screenshots_dir,target_update_freq,tetris_reward_bonus,tspin_double_reward,tspin_mini_reward,tspin_reward,tspin_single_reward,tspin_triple_reward,use_auxiliary_heads,weights_dir
bfc99af1c1db4d2cad59e08ccf3bcced,12100,64,0.99,5e-05,0.6,1.0,1000000,0.4,0.01,"{'enabled': True, 'move_delay_ms': 1, 'auto_fall_interval_ms': 500, 'record_game': {'enabled': False, 'output_format': 'mp4', 'output_fps': 24, 'capture_interval': 2, 'record_duration_seconds': 60}}",True,0.1,0.2,0.3,171.7,-19394.74,418.58,30,20,10,-1,"[0, 100, 200, 300, 400]",4,"[0, 1, 1, 1, 2, 2, 2, 3, 3, 3]",100,92.0,12370.0,74.0,510.0,70.0,762.0,82.0,96.0,0.01,50000,0.01,1.0,30000,1,"{'max_height': 20.0, 'max_holes': 50.0, 'max_generalized_wells': 300.0, 'max_bumpiness': 50.0, 'max_completed_lines': 4.0, 'max_combo': 15.0, 'max_well_occupancy': 40.0}",30,-2000,-2,-1,200,100,100,logs/,0.1662815809249878,0.01280340738594532,2.6077012549308165e-08,538.0130004882812,537.9938354492188,1000,100000,cnn,3000000,100,660,400,screenshots/,2500,400,700,1,1,200,1300,True,weights/
bfc99af1c1db4d2cad59e08ccf3bcced,12200,64,0.99,5e-05,0.6,1.0,1000000,0.4,0.01,"{'enabled': True, 'move_delay_ms': 1, 'auto_fall_interval_ms': 500, 'record_game': {'enabled': False, 'output_format': 'mp4', 'output_fps': 24, 'capture_interval': 2, 'record_duration_seconds': 60}}",True,0.1,0.2,0.3,154.02,-18825.37,378.41,30,20,10,-1,"[0, 100, 200, 300, 400]",4,"[0, 1, 1, 1, 2, 2, 2, 3, 3, 3]",100,90.0,10584.0,58.0,418.0,58.0,678.0,96.0,98.0,0.01,50000,0.01,1.0,30000,1,"{'max_height': 20.0, 'max_holes': 50.0, 'max_generalized_wells': 300.0, 'max_bumpiness': 50.0, 'max_completed_lines': 4.0, 'max_combo': 15.0, 'max_well_occupancy': 40.0}",30,-2000,-2,-1,200,100,100,logs/,0.31568682193756104,0.017203189432621002,3.352759847530251e-08,1264.6636962890625,1264.628662109375,1000,100000,cnn,3000000,100,660,400,screenshots/,2500,400,700,1,1,200,1300,True,weights/
bfc99af1c1db4d2cad59e08ccf3bcced,12300,64,0.99,5e-05,0.6,1.0,1000000,0.4,0.01,"{'enabled': True, 'move_delay_ms': 1, 'auto_fall_interval_ms': 500, 'record_game': {'enabled': False, 'output_format': 'mp4', 'output_fps': 24, 'capture_interval': 2, 'record_duration_seconds': 60}}",True,0.1,0.2,0.3,148.25,-18357.12,366.35,30,20,10,-1,"[0, 100, 200, 300, 400]",4,"[0, 1, 1, 1, 2, 2, 2, 3, 3, 3]",100,96.0,11236.0,52.0,492.0,70.0,770.0,82.0,124.0,0.01,50000,0.01,1.0,30000,1,"{'max_height': 20.0, 'max_holes': 50.0, 'max_generalized_wells': 300.0, 'max_bumpiness': 50.0, 'max_completed_lines': 4.0, 'max_combo': 15.0, 'max_well_occupancy': 40.0}",30,-2000,-2,-1,200,100,100,logs/,0.17579048871994019,0.02065376564860344,1.1175867342672063e-08,1849.4019775390625,1849.3802490234375,1000,100000,cnn,3000000,100,660,400,screenshots/,2500,400,700,1,1,200,1300,True,weights/
bfc99af1c1db4d2cad59e08ccf3bcced,12400,64,0.99,5e-05,0.6,1.0,1000000,0.4,0.01,"{'enabled': True, 'move_delay_ms': 1, 'auto_fall_interval_ms': 500, 'record_game': {'enabled': False, 'output_format': 'mp4', 'output_fps': 24, 'capture_interval': 2, 'record_duration_seconds': 60}}",True,0.1,0.2,0.3,168.41,-21485.09,411.96,30,20,10,-1,"[0, 100, 200, 300, 400]",4,"[0, 1, 1, 1, 2, 2, 2, 3, 3, 3]",100,94.0,11320.0,42.0,492.0,88.0,794.0,80.0,132.0,0.01,50000,0.01,1.0,30000,1,"{'max_height': 20.0, 'max_holes': 50.0, 'max_generalized_wells': 300.0, 'max_bumpiness': 50.0, 'max_completed_lines': 4.0, 'max_combo': 15.0, 'max_well_occupancy': 40.0}",30,-2000,-2,-1,200,100,100,logs/,0.19425071775913239,0.006889676209539175,0.0,464.49102783203125,464.47021484375,1000,100000,cnn,3000000,100,660,400,screenshots/,2500,400,700,1,1,200,1300,True,weights/
bfc99af1c1db4d2cad59e08ccf3bcced,12500,64,0.99,5e-05,0.6,1.0,1000000,0.4,0.01,"{'enabled': True, 'move_delay_ms': 1, 'auto_fall_interval_ms': 500, 'record_game': {'enabled': False, 'output_format': 'mp4', 'output_fps': 24, 'capture_interval': 2, 'record_duration_seconds': 60}}",True,0.1,0.2,0.3,133.28,-18481.87,332.27,30,20,10,-1,"[0, 100, 200, 300, 400]",4,"[0, 1, 1, 1, 2, 2, 2, 3, 3, 3]",100,98.0,8490.0,46.0,390.0,48.0,588.0,62.0,80.0,0.01,50000,0.01,1.0,30000,1,"{'max_height': 20.0, 'max_holes': 50.0, 'max_generalized_wells': 300.0, 'max_bumpiness': 50.0, 'max_completed_lines': 4.0, 'max_combo': 15.0, 'max_well_occupancy': 40.0}",30,-2000,-2,-1,200,100,100,logs/,0.18727128207683563,0.018244363367557526,0.0,5207.87744140625,5207.85546875,1000,100000,cnn,3000000,100,660,400,screenshots/,2500,400,700,1,1,200,1300,True,weights/
bfc99af1c1db4d2cad59e08ccf3bcced,12600,64,0.99,5e-05,0.6,1.0,1000000,0.4,0.01,"{'enabled': True, 'move_delay_ms': 1, 'auto_fall_interval_ms': 500, 'record_game': {'enabled': False, 'output_format': 'mp4', 'output_fps': 24, 'capture_interval': 2, 'record_duration_seconds': 60}}",True,0.1,0.2,0.3,124.96,-17967.21,313.17,30,20,10,-1,"[0, 100, 200, 300, 400]",4,"[0, 1, 1, 1, 2, 2, 2, 3, 3, 3]",100,96.0,8512.0,18.0,376.0,70.0,618.0,72.0,96.0,0.01,50000,0.01,1.0,30000,1,"{'max_height': 20.0, 'max_holes': 50.0, 'max_generalized_wells': 300.0, 'max_bumpiness': 50.0, 'max_completed_lines': 4.0, 'max_combo': 15.0, 'max_well_occupancy': 40.0}",30,-2000,-2,-1,200,100,100,logs/,0.20406955480575562,0.03387957066297531,2.235166220998508e-07,1431.140625,1431.1134033203125,1000,100000,cnn,3000000,100,660,400,screenshots/,2500,400,700,1,1,200,1300,True,weights/
bfc99af1c1db4d2cad59e08ccf3bcced,12700,64,0.99,5e-05,0.6,1.0,1000000,0.4,0.01,"{'enabled': True, 'move_delay_ms': 1, 'auto_fall_interval_ms': 500, 'record_game': {'enabled': False, 'output_format': 'mp4', 'output_fps': 24, 'capture_interval': 2, 'record_duration_seconds': 60}}",True,0.1,0.2,0.3,122.47,-17200.34,306.41,30,20,10,-1,"[0, 100, 200, 300, 400]",4,"[0, 1, 1, 1, 2, 2, 2, 3, 3, 3]",100,92.0,8908.0,58.0,388.0,64.0,628.0,78.0,98.0,0.01,50000,0.01,1.0,30000,1,"{'max_height': 20.0, 'max_holes': 50.0, 'max_generalized_wells': 300.0, 'max_bumpiness': 50.0, 'max_completed_lines': 4.0, 'max_combo': 15.0, 'max_well_occupancy': 40.0}",30,-2000,-2,-1,200,100,100,logs/,0.41653287410736084,0.02099476382136345,1.8626450382086546e-09,4949.384765625,4949.3388671875,1000,100000,cnn,3000000,100,660,400,screenshots/,2500,400,700,1,1,200,1300,True,weights/
bfc99af1c1db4d2cad59e08ccf3bcced,12800,64,0.99,5e-05,0.6,1.0,1000000,0.4,0.01,"{'enabled': True, 'move_delay_ms': 1, 'auto_fall_interval_ms': 500, 'record_game': {'enabled': False, 'output_format': 'mp4', 'output_fps': 24, 'capture_interval': 2, 'record_duration_seconds': 60}}",True,0.1,0.2,0.3,110.87,-17599.07,280.87,30,20,10,-1,"[0, 100, 200, 300, 400]",4,"[0, 1, 1, 1, 2, 2, 2, 3, 3, 3]",100,98.0,7810.0,20.0,346.0,48.0,526.0,62.0,66.0,0.01,50000,0.01,1.0,30000,1,"{'max_height': 20.0, 'max_holes': 50.0, 'max_generalized_wells': 300.0, 'max_bumpiness': 50.0, 'max_completed_lines': 4.0, 'max_combo': 15.0, 'max_well_occupancy': 40.0}",30,-2000,-2,-1,200,100,100,logs/,0.09723585844039917,0.01055222563445568,2.939084197350894e-06,1805.261474609375,1805.2496337890625,1000,100000,cnn,3000000,100,660,400,screenshots/,2500,400,700,1,1,200,1300,True,weights/
bfc99af1c1db4d2cad59e08ccf3bcced,12900,64,0.99,5e-05,0.6,1.0,1000000,0.4,0.01,"{'enabled': True, 'move_delay_ms': 1, 'auto_fall_interval_ms': 500, 'record_game': {'enabled': False, 'output_format': 'mp4', 'output_fps': 24, 'capture_interval': 2, 'record_duration_seconds': 60}}",True,0.1,0.2,0.3,99.03,-16493.6,254.0,30,20,10,-1,"[0, 100, 200, 300, 400]",4,"[0, 1, 1, 1, 2, 2, 2, 3, 3, 3]",100,100.0,6872.0,30.0,256.0,48.0,424.0,64.0,54.0,0.01,50000,0.01,1.0,30000,1,"{'max_height': 20.0, 'max_holes': 50.0, 'max_generalized_wells': 300.0, 'max_bumpiness': 50.0, 'max_completed_lines': 4.0, 'max_combo': 15.0, 'max_well_occupancy': 40.0}",30,-2000,-2,-1,200,100,100,logs/,0.2565979063510895,0.028572160750627518,1.8626450382086546e-09,1060.733642578125,1060.7022705078125,1000,100000,cnn,3000000,100,660,400,screenshots/,2500,400,700,1,1,200,1300,True,weights/
bfc99af1c1db4d2cad59e08ccf3bcced,13000,64,0.99,5e-05,0.6,1.0,1000000,0.4,0.01,"{'enabled': True, 'move_delay_ms': 1, 'auto_fall_interval_ms': 500, 'record_game': {'enabled': False, 'output_format': 'mp4', 'output_fps': 24, 'capture_interval': 2, 'record_duration_seconds': 60}}",True,0.1,0.2,0.3,94.59,-15605.43,243.51,30,20,10,-1,"[0, 100, 200, 300, 400]",4,"[0, 1, 1, 1, 2, 2, 2, 3, 3, 3]",100,100.0,6486.0,26.0,290.0,60.0,468.0,68.0,46.0,0.01,50000,0.01,1.0,30000,1,"{'max_height': 20.0, 'max_holes': 50.0, 'max_generalized_wells': 300.0, 'max_bumpiness': 50.0, 'max_completed_lines': 4.0, 'max_combo': 15.0, 'max_well_occupancy': 40.0}",30,-2000,-2,-1,200,100,100,logs/,0.23470664024353027,0.016225406900048256,0.0,1265.7786865234375,1265.751953125,1000,100000,cnn,3000000,100,660,400,screenshots/,2500,400,700,1,1,200,1300,True,weights/
bfc99af1c1db4d2cad59e08ccf3bcced,13100,64,0.99,5e-05,0.6,1.0,1000000,0.4,0.01,"{'enabled': True, 'move_delay_ms': 1, 'auto_fall_interval_ms': 500, 'record_game': {'enabled': False, 'output_format': 'mp4', 'output_fps': 24, 'capture_interval': 2, 'record_duration_seconds': 60}}",True,0.1,0.2,0.3,81.41,-14139.0,212.53,30,20,10,-1,"[0, 100, 200, 300, 400]",4,"[0, 1, 1, 1, 2, 2, 2, 3, 3, 3]",100,100.0,5516.0,28.0,300.0,50.0,492.0,68.0,70.0,0.01,50000,0.01,1.0,30000,1,"{'max_height': 20.0, 'max_holes': 50.0, 'max_generalized_wells': 300.0, 'max_bumpiness': 50.0, 'max_completed_lines': 4.0, 'max_combo': 15.0, 'max_well_occupancy': 40.0}",30,-2000,-2,-1,200,100,100,logs/,0.1136399656534195,0.022190948948264122,5.0291344422248585e-08,1821.052001953125,1821.0362548828125,1000,100000,cnn,3000000,100,660,400,screenshots/,2500,400,700,1,1,200,1300,True,weights/
bfc99af1c1db4d2cad59e08ccf3bcced,13200,64,0.99,5e-05,0.6,1.0,1000000,0.4,0.01,"{'enabled': True, 'move_delay_ms': 1, 'auto_fall_interval_ms': 500, 'record_game': {'enabled': False, 'output_format': 'mp4', 'output_fps': 24, 'capture_interval': 2, 'record_duration_seconds': 60}}",True,0.1,0.2,0.3,83.53,-14680.13,218.46,30,20,10,-1,"[0, 100, 200, 300, 400]",4,"[0, 1, 1, 1, 2, 2, 2, 3, 3, 3]",100,100.0,4916.0,14.0,180.0,54.0,346.0,46.0,66.0,0.01,50000,0.01,1.0,30000,1,"{'max_height': 20.0, 'max_holes': 50.0, 'max_generalized_wells': 300.0, 'max_bumpiness': 50.0, 'max_completed_lines': 4.0, 'max_combo': 15.0, 'max_well_occupancy': 40.0}",30,-2000,-2,-1,200,100,100,logs/,0.11748189479112625,0.028931325301527977,3.927918442059308e-06,1145.6295166015625,1145.612060546875,1000,100000,cnn,3000000,100,660,400,screenshots/,2500,400,700,1,1,200,1300,True,weights/
bfc99af1c1db4d2cad59e08ccf3bcced,13300,64,0.99,5e-05,0.6,1.0,1000000,0.4,0.01,"{'enabled': True, 'move_delay_ms': 1, 'auto_fall_interval_ms': 500, 'record_game': {'enabled': False, 'output_format': 'mp4', 'output_fps': 24, 'capture_interval': 2, 'record_duration_seconds': 60}}",True,0.1,0.2,0.3,86.73,-15170.8,225.48,30,20,10,-1,"[0, 100, 200, 300, 400]",4,"[0, 1, 1, 1, 2, 2, 2, 3, 3, 3]",100,98.0,6952.0,22.0,288.0,48.0,462.0,58.0,66.0,0.01,50000,0.01,1.0,30000,1,"{'max_height': 20.0, 'max_holes': 50.0, 'max_generalized_wells': 300.0, 'max_bumpiness': 50.0, 'max_completed_lines': 4.0, 'max_combo': 15.0, 'max_well_occupancy': 40.0}",30,-2000,-2,-1,200,100,100,logs/,0.13941693305969238,0.0166036244481802,3.725290076417309e-09,4469.87646484375,4469.85888671875,1000,100000,cnn,3000000,100,660,400,screenshots/,2500,400,700,1,1,200,1300,True,weights/
